StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
PUNJAB,BHATINDA,BHAGTA BHAIKA,NA,AGRICULTURE,Cereals,Wheat,Cultural Practices,"Information regarding the control of Manganese deficiency in Wheat?
",ਜੇਕਰ ਕਣਕ ਦੀ ਫਸਲ ਵਿੱਚ ਮੈਂਗਨੀਜ਼ ਤੱਤ ਦੀ ਘਾਟ ਦੀਆਂ ਨਿਸ਼ਾਨੀਆਂ ਦਿਖਾਈ ਦੇਣ ਤਾਂ 1 ਕਿੱਲੋ ਮੈਂਗਨੀਜ਼ ਸਲਫੇਟ (ਜਿਸ ਵਿੱਚ ਮੈਂਗਨੀਜ਼ 30.5% ਅਤੇ ਸਲਫਰ 17% ਹੁੰਦਾ ਹੈ) ਨੂੰ 200 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਪਾ ਕੇ ਪ੍ਰਤੀ ਏਕੜ ਛਿੜਕਾਅ ਕਰੋ ਹਫਤੇ-ਹਫਤੇ ਦੇ ਅੰਤਰਾਲ 'ਤੇ 3-4 ਛਿੜਕਾਅ ਕਰਨ ਦੀ ਲੋੜ ਹੁੰਦੀ ਹੈI ਪਹਿਲਾ ਛਿੜਕਾਅ ਪਹਿਲੇ ਪਾਣੀ ਤੋਂ ਪਹਿਲਾਂ ਅਤੇ ਬਾਕੀ ਪਾਣੀ ਤੋਂ ਬਾਅਦ ਕਰਨੇ ਚਾਹੀਦੇ ਹਨ| ਇਸ ਵਿੱਚ ਧਿਆਨ ਰੱਖਣ ਯੋਗ ਹੈ ਕਿ ਮੈਗਨੀਜ਼ ਦਾ ਛਿੜਕਾਅ ਧੁੱਪ ਵਾਲੇ ਦਿਨਾਂ ਵਿੱਚ ਹੀ ਕੀਤਾ ਜਾਵੇ| ,2023-02-04T11:29:23.773,2023,2
UTTAR PRADESH,VARANASI,HARAHUA,NA,HORTICULTURE,Vegetables,Others,Organic Farming,organic farming information,--महोदया जी किचन गार्डन मैं आप सब्जी की खेती करना चाहते हैं तो आप जैविक तरीके से करें,2023-02-04T11:30:48.433,2023,2
MADHYA PRADESH,GUNA,CHANCHODA,NA,HORTICULTURE,Condiments and Spices,Coriander,	Plant Protection	,"farmer want to know information  about control of caterpillar in coriander crop?
"," कृपया एमेमेक्टिन बेंजोएट 5% एसजी, 10 ग्राम / पंप या १०० ग्राम /एकड़  का उपयोग करें
",2023-02-04T11:30:55.39,2023,2
HIMACHAL PRADESH,KULLU,NIRMAND,NA,HORTICULTURE,Fruits,Apple,Fertilizer Use and Availability,"Information regarding Micronutrient spray time in apple plants with dose ?
","सेब में मुख्य पोषक तत्वों एनपीके 19:19:19 का आधा इंच हरी पत्ती पर, एनपीके 13:00:45 गुलाबी कली अवस्था पर और एनपीके 00:00:50 फल सेटिंग पर 500 ग्राम प्रति 200 लीटर पानी में मिलाकर छिडकाव करें। सेब के पौधे पर 600 ग्राम सल्फेट ऑफ़ पोटाश (NPK 00:00:50) को 200 लीटर पानी में मिला कर तुड़ाई से 30 दिन पहले छिड़काव करे|",2023-02-04T11:31:28.243,2023,2
HIMACHAL PRADESH,MANDI,GOHAR,NA,AGRICULTURE,Others,Others,Government Schemes,"Information regarding how to check pm kisan samman Nidhi installment status?
",प्रधानमंत्री किसान सम्मान निधि की क़िस्त जानने के लिए दिए गये लिंक को खोले और रजिस्टर मोबाइल या रजिस्ट्रेशन नंबर डालें और कैप्चर डाल के अपने खाते की जानकारी देख सकते है :- https://pmkisan.gov.in/BeneficiaryStatus.aspx,2023-02-04T11:32:11.673,2023,2
UTTAR PRADESH,GONDA,MANKAPUR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"महोदय आपके क्षेत्र में 4-10 फरवरी के बीच बारिश होने की संभावना नहीं है,आंशिक रूप से बादल छाए रहेंगे। आज का न्यूनतम तापमान 13°C और अधिकतम तापमान 20°C एवं हवा की गति 7-18 किलोमीटर प्रति घंटा रहने की संभावना है। मौसम के अनुसार कृषि कार्य को करे |",2023-02-04T11:32:15.67,2023,2
HIMACHAL PRADESH,MANDI,GOHAR,NA,AGRICULTURE,Others,Others,Government Schemes,"How to Know your registration number of  PM kisan Samman NIdhi ?
",प्रधानमंत्री किसान सम्मान निधि योजना का रजिस्ट्रेशन नंबर जानने के लिए दी गए लिंक को खोलें तथा अपना योजना से जुड़ा हुआ नंबर दर्ज करें :- https://pmkisan.gov.in/KnowYour_Registration.aspx,2023-02-04T11:32:26.68,2023,2
MADHYA PRADESH,GUNA,CHANCHODA,NA,HORTICULTURE,Condiments and Spices,Coriander,	Plant Protection	,"farmer want to know information about How to control of fungal attack in coriander crop ?
","आपकी फसल में टेबुकोनाजोल 10% + सल्फर 65% डब्ल्यूजी की 50 ग्राम मात्रा प्रति पंप या 500 ग्राम मात्रा प्रति एकड़ के हिसाब से डाल सकते हैं
",2023-02-04T11:32:30.037,2023,2
MADHYA PRADESH,SAGAR,KESLI,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,Farmer want to know information about how to increase production of wheat crop ?,आप गेहूं फसलों की अच्छी उत्पादन के लिए एन.पी.के. ०:५२:३४ पानी में घुलनशील खाद की १०० ग्राम मात्रा प्रति पम्प की दर से पत्तियों पर छिडकाव करे. I,2023-02-04T11:32:30.333,2023,2
GUJARAT,Gir Somnath,PATAN VERAVAL,NA,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,Farmer asked fungus control information of coconut,"નારિયેળી ના પાકમાં ફુગનો ઉપદ્રવ હોય તો તેના નિયંત્રણ માટે  મેટાલેક્ષિલ 72 % વે. પા. 2.5 ગ્રામ પ્રતિ 10 લિટર પાણી છટકાવ કરવો.
રોગીસ્ત ડાળી કાપી ને બોર્ડો પેસ્ટ લગાવવી ",2023-02-04T11:33:20.86,2023,2
RAJASTHAN,BHARATPUR,SEWAR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"
मौसम के पूर्वानुमान के अनुसार भरतपुर .. जिले के ...सेवर........ ब्लॉक मैं अगले तीन दिनों में वर्षा होने की संभावना नहीं है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (25डिग्री सेल्सियस और न्यूनतम तापमान 8 डिग्री सेल्सियस और हवा की गति 9 किलोमीटर प्रति घंटा) चलने की संभावना है।
 ",2023-02-04T11:33:39.75,2023,2
HIMACHAL PRADESH,MANDI,MANDI SADAR,NA,HORTICULTURE,Vegetables,Pea (Vegetable),Fertilizer Use and Availability,"Information regarding fertilizer doses for sowing of pea ?
Recommended fertilizer doses for pea is N:P:K 12:32:16 @ 15 kilogram + MOP @ 4 kilogram per bigha.
","मटर में बुवाई के समय एन पी के 12:32:16 @ 15 किलोग्राम + म्यूरेट ऑफ़ पोटाश@ 4 किलोग्राम प्रति बीघा के हिसाब से डालें |
मटर की फसल में उर्वरकों की मात्रा - गोबर की खाद- 16 क्विंटल, कैन-8 kg, सिंगल सुपर फॉस्फेट- 30 kg,म्यूरेट ऑफ़ पोटाश- 7-8 kg / बीघा के हिसाब से दें |",2023-02-04T11:34:10.123,2023,2
WEST BENGAL,BARDDHAMAN,PURBASTHALI-II,NA,AGRICULTURE,Others,Others,Government Schemes,"ASKING ABOUT PM KISAN SAMMAN NIDHI YOJANA DETAILS .
","যান্ত্রিক ত্রূটির কারনে এই মুহূর্তে আপনার প্রধানমন্ত্রী কৃষক সম্মাণনিধি যোজনার তথ্যগুলি দেখা যাচ্ছে না ,অনুগ্রহ করে কিছু সময় পর পুনরায় আপনি আমাদের সঙ্গে যোগাযোগ করে নেবেন। 
",2023-02-04T11:34:47.22,2023,2
BIHAR,SAMASTIPUR,PATORI,NA,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Reporting,Query related to cow disease ,"--एनिमल हसबेंडरी डिपार्टमेंट का हेल्पलाइन नंबर-0612-2230942 

आप ब्लॉक में पशु चिकित्सक से संपर्क करें.",2023-02-04T11:35:02.133,2023,2
HARYANA,BHIWANI,BHIWANI,NA,AGRICULTURE,Cereals,Wheat,Cultural Practices,"Information regarding improvement of grain in wheat ?
",गेहू में दानो की गुणवत्ता व अच्छी पैदा व पीलापन कम करने के लिए आप N:P:K (13:00:45 ) @ 1 किलोग्राम को 100 लीटर पानी में मिलाकर प्रति एकड़ छिड़काव करें,2023-02-04T11:35:42.273,2023,2
CHHATTISGARH,BalodaBazar,PALARI,NA,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Nutrient Management,Farmer Wants to Know information about Nutrient Management In Til ?,प्रिय किसान भाई तिल की फसल मे 30 किलोग्राम यूरिया 20 किलोग्राम फास्फोरस 15 किलोग्राम पोटाश का उपयोग प्रति एकड़ की दर से  किया जाता है |,2023-02-04T11:35:59.9,2023,2
BIHAR,SHEKHPURA,GHAT KUSUMBHA,NA,AGRICULTURE,Others,Others,Government Schemes,Pradhan Mantri Kisan Samman Nidhi Yojna related query ,--किसान भाई आप नजदीकी वसुधा केंद्र में संपर्क करें |,2023-02-04T11:36:26.453,2023,2
RAJASTHAN,JAIPUR,VIRATNAGAR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"मौसम का पूर्वानुमान जिले का नाम JAIPUR और ब्लॉक VIRATNAGAR अगले 5 दिनों में वर्षा होने की संभावना नहीं है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (24 डिग्री सेल्सियस और न्यूनतम तापमान 10 डिग्री सेल्सियस और हवा की गति 07 किलोमीटर प्रति घंटा) चलने की संभावना है।
",2023-02-04T11:36:28.417,2023,2
WEST BENGAL,Cooch BIHAR,COOCH BEHAR II,NA,ANIMAL HUSBANDRY,Animal,Dog,Disease Management,ASKING ABOUT CONTROL OF DOG BITE,"OFFICE OF THE BLOCK LIVESTOCK DEVELOPMENT OFFICERand OFFICE OF THE ANIMAL HEALTH CENTRE Cum TRAINING CENTRE
Government office in West Bengal
Address: 98FR+9C3, Satkui, Kharagpur, West Bengal 721305",2023-02-04T11:36:57.153,2023,2
TAMILNADU,THIRUVARUR,MANNARGUDI,NA,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,asked about nutrient management in pamplimaas,கேள்வி : பம்ப்ளிமாஸில் பூ உதிர்வு மேலாண்மை தகவல் பதில் : பிளானோபிக்ஸ் 2 மில்லி 10 லிட்டர் தண்ணீரில் கலந்து தெளிக்கவும். ,2023-02-04T11:37:57.353,2023,2
UTTAR PRADESH,MATHURA,MATHURA,NA,AGRICULTURE,Cereals,Wheat,Weather,Farmer asked query on Weather,"श्रीमान जी आपके क्षेत्र में 04 फरवरी से 10 फरवरी के बीच आंशिक रूप से कभी कभी बादल हो सकते हैं, एवं बारिश होने की संभावना नहीं है अधिकतम तापमान 25 डिग्री सेल्सियस न्यूनतम तापमान 16 डिग्री सेल्सियस एवं हवा की गति 04 किलोमीटर प्रति घंटे से अधिकतम 14 किलोमीटर प्रति घंटे रहने की संभावना है | आप मौसम के अनुसार कृषि कार्य करें |         ",2023-02-04T11:38:13.903,2023,2
UTTAR PRADESH,AMBEDKAR NAGAR,BHITI,NA,HORTICULTURE,Fruits,Jack Fruit,Agriculture Mechanization,What spraying for fruit and flower on jackfruit tree?,श्रीमान जी आप प्लानोफिक्स 1 मिली/4 लीटर पानी की दर से घोल बनाकर छिडकाव करें |,2023-02-04T11:38:59.33,2023,2
UTTAR PRADESH,MAU,RATANPURA,NA,AGRICULTURE,Others,Others,Government Schemes,Information about  PM Kisan Samman Nidhi Yojna Beneficiary status .?,"महोदय, प्रधानमंत्री किसान सम्मान निधि योजना की 13वीं किस्त दिसंबर से मार्च के बीच में आने की संभावना है |",2023-02-04T11:39:07.427,2023,2
WEST BENGAL,WEST MEDINIPUR,SANKRAIL,NA,HORTICULTURE,Vegetables,Pumpkin,	Plant Protection	,ASKING ABOUT THE CONTROL OF FRUIT FLY IN PUMPKIN.,SPRAY   FIPRONIL 5 % SC @ 1ML/LIT OF WATER.,2023-02-04T11:39:11,2023,2
RAJASTHAN,BHARATPUR,SEWAR,NA,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,ASKED ABOUT TO INSECT CONTROL IN MUSTARD ,"क्लोरोपायरिफॉस 20% ई.सी. 3 एम.एल. प्रति लीटर पानी में घोल बना कर छिड़काव करें।
",2023-02-04T11:40:19.203,2023,2
GUJARAT,SURAT,OLPAD,NA,AGRICULTURE,Others,Others,Government Schemes, Ask about information on  PM - KISAN beneficiary status	,પ્રધાનમંત્રી કિસાન સમ્માન નિધિ યોજના નું બેનેફિશ્યિરી સ્ટેટ્સ ચેક કરવા માટે આ લિંક ઉપર ક્લિક કરો https://pmkisan.gov.in/beneficiarystatus.aspx,2023-02-04T11:41:03.973,2023,2
KARNATAKA,KOPPAL,KOPPAL,NA,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT THE KISAN CREDIT CARD ,"Information is given and also suggested to contact Raitha Samparka Kendra  or KVK or  Taluk Agricultural Department.
",2023-02-04T11:41:07.5,2023,2
